Data Source,World Development Indicators,,,,,
,,,,,,
Last Updated Date,2017-02-01,,,,,
,,,,,,
"Egypt, Arab Rep.",EGY,GDP (current LCU),NY.GDP.MKTP.CN,2101900000000,2429800000000,
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,301498960051.639,330778550716.746,
"Egypt, Arab Rep.",EGY,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.2844822751,0.2391667749,
"Egypt, Arab Rep.",EGY,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,0.2706505864,0.2289833305,
"Egypt, Arab Rep.",EGY,Gross value added at factor cost (constant LCU),NY.GDP.FCST.KN,1770259300000,1825700000000,
"Egypt, Arab Rep.",EGY,Gross value added at factor cost (constant 2010 US$),NY.GDP.FCST.KD,227171430035.314,234285948852.506,
"Egypt, Arab Rep.",EGY,Gross value added at factor cost (current LCU),NY.GDP.FCST.CN,2177819900000,2459025000000,
"Egypt, Arab Rep.",EGY,Gross value added at factor cost (current US$),NY.GDP.FCST.CD,312388998063.544,334757068761.316,
"Egypt, Arab Rep.",EGY,Discrepancy in expenditure estimate of GDP (constant LCU),NY.GDP.DISC.KN,0,,
"Egypt, Arab Rep.",EGY,Discrepancy in expenditure estimate of GDP (current LCU),NY.GDP.DISC.CN,0.00003,0.0002,
"Egypt, Arab Rep.",EGY,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,121.5533194541,134.8520589997,
"Egypt, Arab Rep.",EGY,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,11.5128755053,10.9406634104,
"Egypt, Arab Rep.",EGY,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,0,0.0002559738,
"Egypt, Arab Rep.",EGY,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,257544513457.557,251656368821.293,
"Egypt, Arab Rep.",EGY,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,2.7775091699,,
"Egypt, Arab Rep.",EGY,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,8171515303.23867,,
"Egypt, Arab Rep.",EGY,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,2.3354232882,,
"Egypt, Arab Rep.",EGY,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,6870885376.53384,,
"Egypt, Arab Rep.",EGY,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,0.8856370745,,
"Egypt, Arab Rep.",EGY,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,2289.2737889122,,
"Egypt, Arab Rep.",EGY,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,2853.1344307895,,
"Egypt, Arab Rep.",EGY,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,3.1491709481,,
"Egypt, Arab Rep.",EGY,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,205072390550.405,,
"Egypt, Arab Rep.",EGY,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,255582840775.763,,
"Egypt, Arab Rep.",EGY,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,5.6072711397,,
"Egypt, Arab Rep.",EGY,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,16496759911.0247,,
"Egypt, Arab Rep.",EGY,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,12.33269985,,
"Egypt, Arab Rep.",EGY,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,6.4016176321,,
"Egypt, Arab Rep.",EGY,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,0.4420858818,,
"Egypt, Arab Rep.",EGY,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,1300629926.70483,,
"Egypt, Arab Rep.",EGY,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,5.4060516825,,
"Egypt, Arab Rep.",EGY,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,15904766231.4708,0,
"Egypt, Arab Rep.",EGY,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.1848246504,,
"Egypt, Arab Rep.",EGY,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,543759666.089557,0,
"Egypt, Arab Rep.",EGY,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,6.7254270357,,
"Egypt, Arab Rep.",EGY,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,19786408101.9753,,
"Egypt, Arab Rep.",EGY,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0.8107412993,,
"Egypt, Arab Rep.",EGY,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,2385225224.70097,,
"Egypt, Arab Rep.",EGY,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.8392699376,,
"Egypt, Arab Rep.",EGY,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,2469157334.49269,,
"Egypt, Arab Rep.",EGY,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,4.4111256,,
"Egypt, Arab Rep.",EGY,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,12977663848.968,,
"Egypt, Arab Rep.",EGY,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,49.8968073531,52.4988643873,
"Egypt, Arab Rep.",EGY,"Services, etc., value added (constant LCU)",NV.SRV.TETC.KN,898559000000,941066000000,
"Egypt, Arab Rep.",EGY,"Services, etc., value added (annual % growth)",NV.SRV.TETC.KD.ZG,2.6098298444,4.7305741749,
"Egypt, Arab Rep.",EGY,"Services, etc., value added (constant 2010 US$)",NV.SRV.TETC.KD,113651353661.814,119027715247.534,
"Egypt, Arab Rep.",EGY,"Services, etc., value added (current LCU)",NV.SRV.TETC.CN,1086662600000,1290960200000,
"Egypt, Arab Rep.",EGY,"Services, etc., value added (current US$)",NV.SRV.TETC.CD,155872136555.978,175743659555.931,
"Egypt, Arab Rep.",EGY,Textiles and clothing (% of value added in manufacturing),NV.MNF.TXTL.ZS.UN,,,
"Egypt, Arab Rep.",EGY,Other manufacturing (% of value added in manufacturing),NV.MNF.OTHR.ZS.UN,,,
"Egypt, Arab Rep.",EGY,Machinery and transport equipment (% of value added in manufacturing),NV.MNF.MTRN.ZS.UN,,,
"Egypt, Arab Rep.",EGY,"Food, beverages and tobacco (% of value added in manufacturing)",NV.MNF.FBTO.ZS.UN,,,
"Egypt, Arab Rep.",EGY,Chemicals (% of value added in manufacturing),NV.MNF.CHEM.ZS.UN,,,
"Egypt, Arab Rep.",EGY,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,39.0144336545,36.3195006151,
"Egypt, Arab Rep.",EGY,"Industry, value added (constant LCU)",NV.IND.TOTL.KN,671401200000,678320700000,
"Egypt, Arab Rep.",EGY,"Industry, value added (annual % growth)",NV.IND.TOTL.KD.ZG,1.5236688538,1.0306058434,
"Egypt, Arab Rep.",EGY,"Industry, value added (constant 2010 US$)",NV.IND.TOTL.KD,81173824381.6625,82010406559.0684,
"Egypt, Arab Rep.",EGY,"Industry, value added (current LCU)",NV.IND.TOTL.CN,849664100000,893105600000,
"Egypt, Arab Rep.",EGY,"Industry, value added (current US$)",NV.IND.TOTL.CD,121876798393.459,121582095647.794,
"Egypt, Arab Rep.",EGY,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,16.4061178796,16.5866105469,
"Egypt, Arab Rep.",EGY,"Manufacturing, value added (constant LCU)",NV.IND.MANF.KN,290076700000,298487100000,
"Egypt, Arab Rep.",EGY,"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,4.7733683063,2.8993710974,
"Egypt, Arab Rep.",EGY,"Manufacturing, value added (constant 2010 US$)",NV.IND.MANF.KD,37682431495.6415,38774985023.2118,
"Egypt, Arab Rep.",EGY,"Manufacturing, value added (current LCU)",NV.IND.MANF.CN,357295700000,407868900000,
"Egypt, Arab Rep.",EGY,"Manufacturing, value added (current US$)",NV.IND.MANF.CD,51250907265.2944,55524851273.5342,
"Egypt, Arab Rep.",EGY,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,11.0887589924,11.1816471976,
"Egypt, Arab Rep.",EGY,"Agriculture, value added (constant LCU)",NV.AGR.TOTL.KN,200299100000,206313300000,
"Egypt, Arab Rep.",EGY,"Agriculture, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,3.0064334312,3.0026095973,
"Egypt, Arab Rep.",EGY,"Agriculture, value added (constant 2010 US$)",NV.AGR.TOTL.KD,32754801720.7992,33738300540.86,
"Egypt, Arab Rep.",EGY,"Agriculture, value added (current LCU)",NV.AGR.TOTL.CN,241493200000,274959500000,
"Egypt, Arab Rep.",EGY,"Agriculture, value added (current US$)",NV.AGR.TOTL.CD,34640063114.1074,37431354397.811,
"Egypt, Arab Rep.",EGY,Trade (% of GDP),NE.TRD.GNFS.ZS,37.4137684952,34.8547205531,
"Egypt, Arab Rep.",EGY,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,-8.5446500785,-8.4410239526,
"Egypt, Arab Rep.",EGY,External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,,,
"Egypt, Arab Rep.",EGY,External balance on goods and services (current LCU),NE.RSB.GNFS.CN,-179600000000,-205100000000,
"Egypt, Arab Rep.",EGY,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-25762031126.7303,-27921096696.0262,
"Egypt, Arab Rep.",EGY,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,22.9792092868,21.6478722529,
"Egypt, Arab Rep.",EGY,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,410000000000,412500000000,
"Egypt, Arab Rep.",EGY,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,0.171023699,0.6097560976,
"Egypt, Arab Rep.",EGY,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,70083471980.8648,70510810224.6506,
"Egypt, Arab Rep.",EGY,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,483000000000,526000000000,
"Egypt, Arab Rep.",EGY,Imports of goods and services (current US$),NE.IMP.GNFS.CD,69282077027.8993,71606518099.0239,
"Egypt, Arab Rep.",EGY,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,13.8255863742,14.3729154663,
"Egypt, Arab Rep.",EGY,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,250000000000,271500000000,
"Egypt, Arab Rep.",EGY,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,1.7087062653,8.6,
"Egypt, Arab Rep.",EGY,Gross capital formation (constant 2010 US$),NE.GDI.TOTL.KD,40995460422.7505,44521070019.107,
"Egypt, Arab Rep.",EGY,Gross capital formation (current LCU),NE.GDI.TOTL.CN,290600000000,349233100000,
"Egypt, Arab Rep.",EGY,Gross capital formation (current US$),NE.GDI.TOTL.CD,41683999139.3531,47542521475.1487,
"Egypt, Arab Rep.",EGY,Changes in inventories (constant LCU),NE.GDI.STKB.KN,22080326300,12074935100,
"Egypt, Arab Rep.",EGY,Changes in inventories (current LCU),NE.GDI.STKB.CN,25508700000,15523200000,
"Egypt, Arab Rep.",EGY,Changes in inventories (current US$),NE.GDI.STKB.CD,3658997346.33866,2113236315.12313,
"Egypt, Arab Rep.",EGY,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,12.6119843951,13.7340480698,
"Egypt, Arab Rep.",EGY,Gross fixed capital formation (constant LCU),NE.GDI.FTOT.KN,227919673700,259425064900,
"Egypt, Arab Rep.",EGY,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,1.4755224132,13.8230240016,
"Egypt, Arab Rep.",EGY,Gross fixed capital formation (constant 2010 US$),NE.GDI.FTOT.KD,37435091530.4439,42609753217.7314,
"Egypt, Arab Rep.",EGY,Gross fixed capital formation (current LCU),NE.GDI.FTOT.CN,265091300000,333709900000,
"Egypt, Arab Rep.",EGY,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,38025001793.0144,45429285160.0256,
"Egypt, Arab Rep.",EGY,"Gross fixed capital formation, private sector (% of GDP)",NE.GDI.FPRV.ZS,7.3560921071,7.8585644909,
"Egypt, Arab Rep.",EGY,"Gross fixed capital formation, private sector (current LCU)",NE.GDI.FPRV.CN,154617700000,190947400000,
"Egypt, Arab Rep.",EGY,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,14.4345592083,13.2068483003,
"Egypt, Arab Rep.",EGY,Exports of goods and services (constant LCU),NE.EXP.GNFS.KN,255600000000,254000000000,
"Egypt, Arab Rep.",EGY,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,-11.8620689655,-0.6259780908,
"Egypt, Arab Rep.",EGY,Exports of goods and services (constant 2010 US$),NE.EXP.GNFS.KD,42631885790.8723,42365019526.1407,
"Egypt, Arab Rep.",EGY,Exports of goods and services (current LCU),NE.EXP.GNFS.CN,303400000000,320900000000,
"Egypt, Arab Rep.",EGY,Exports of goods and services (current US$),NE.EXP.GNFS.CD,43520045901.169,43685421402.9977,
"Egypt, Arab Rep.",EGY,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,108.5446500785,108.4410239526,
"Egypt, Arab Rep.",EGY,Gross national expenditure (constant LCU),NE.DAB.TOTL.KN,1883600000000,1960326400000,
"Egypt, Arab Rep.",EGY,Gross national expenditure (constant 2010 US$),NE.DAB.TOTL.KD,265186976490.765,275866067391.915,
"Egypt, Arab Rep.",EGY,Gross national expenditure (current LCU),NE.DAB.TOTL.CN,2281500000000,2634900000000,
"Egypt, Arab Rep.",EGY,Gross national expenditure (current US$),NE.DAB.TOTL.CD,327260991178.369,358699647412.772,
"Egypt, Arab Rep.",EGY,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,121.1244425568,134.411289875,
"Egypt, Arab Rep.",EGY,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,1633600000000,1688900000000,
"Egypt, Arab Rep.",EGY,Final consumption expenditure (constant 2010 US$),NE.CON.TOTL.KD,225166804020.275,232789064220.031,
"Egypt, Arab Rep.",EGY,Final consumption expenditure (current LCU),NE.CON.TOTL.CN,1990900000000,2285666900000,
"Egypt, Arab Rep.",EGY,Final consumption expenditure (current US$),NE.CON.TOTL.CD,285576992039.016,311157125937.623,
"Egypt, Arab Rep.",EGY,"Final consumption expenditure, etc. (% of GDP)",NE.CON.TETC.ZS,94.7190637043,94.0681084863,
"Egypt, Arab Rep.",EGY,"Final consumption expenditure, etc. (constant LCU)",NE.CON.TETC.KN,1633600000000,1688826400000,
"Egypt, Arab Rep.",EGY,"Final consumption expenditure, etc. (annual % growth)",NE.CON.TETC.KD.ZG,4.3833865815,3.3806562194,
"Egypt, Arab Rep.",EGY,"Final consumption expenditure, etc. (constant 2010 US$)",NE.CON.TETC.KD,220226272017.732,227671365179.437,
"Egypt, Arab Rep.",EGY,"Final consumption expenditure, etc. (current LCU)",NE.CON.TETC.CN,1990900000000,2285666900000,
"Egypt, Arab Rep.",EGY,"Final consumption expenditure, etc. (current US$)",NE.CON.TETC.CD,285576992039.016,311157125937.623,
"Egypt, Arab Rep.",EGY,"Household final consumption expenditure, PPP (constant 2011 international $)",NE.CON.PRVT.PP.KD,654344602196.24,673017877549.898,
"Egypt, Arab Rep.",EGY,"Household final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,786048765951.425,819674383618.934,
"Egypt, Arab Rep.",EGY,Household final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,1.7805963961,0.6862283007,
"Egypt, Arab Rep.",EGY,Household final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,2189.8906753986,2204.9183249665,
"Egypt, Arab Rep.",EGY,Household final consumption expenditure (constant LCU),NE.CON.PRVT.KN,1426200000000,1466900000000,
"Egypt, Arab Rep.",EGY,Household final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,4.0642101423,2.8537372038,
"Egypt, Arab Rep.",EGY,Household final consumption expenditure (constant 2010 US$),NE.CON.PRVT.KD,196169684038.282,201767851294.178,
"Egypt, Arab Rep.",EGY,Household final consumption expenditure (current LCU),NE.CON.PRVT.CN,1738500000000,1998266900000,
"Egypt, Arab Rep.",EGY,Household final consumption expenditure (current US$),NE.CON.PRVT.CD,249372444954.457,272032195706.332,
"Egypt, Arab Rep.",EGY,"Household final consumption expenditure, etc. (% of GDP)",NE.CON.PETC.ZS,82.7108806318,82.2399744835,
"Egypt, Arab Rep.",EGY,"Household final consumption expenditure, etc. (constant LCU)",NE.CON.PETC.KN,1426200000000,1466900000000,
"Egypt, Arab Rep.",EGY,"Household final consumption expenditure, etc. (annual % growth)",NE.CON.PETC.KD.ZG,4.0642101423,2.8537372038,
"Egypt, Arab Rep.",EGY,"Household final consumption expenditure, etc. (constant 2010 US$)",NE.CON.PETC.KD,191247280830.345,196704975634.577,
"Egypt, Arab Rep.",EGY,"Household final consumption expenditure, etc. (current LCU)",NE.CON.PETC.CN,1738500000000,1998266900000,
"Egypt, Arab Rep.",EGY,"Household final consumption expenditure, etc. (current US$)",NE.CON.PETC.CD,249372444954.457,272032195706.332,
"Egypt, Arab Rep.",EGY,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,12.0081830725,11.8281340028,
"Egypt, Arab Rep.",EGY,General government final consumption expenditure (constant LCU),NE.CON.GOVT.KN,207400000000,222000000000,
"Egypt, Arab Rep.",EGY,General government final consumption expenditure (annual % growth),NE.CON.GOVT.KD.ZG,6.6323907455,7.0395371263,
"Egypt, Arab Rep.",EGY,General government final consumption expenditure (constant 2010 US$),NE.CON.GOVT.KD,28991886061.9607,31032780644.9146,
"Egypt, Arab Rep.",EGY,General government final consumption expenditure (current LCU),NE.CON.GOVT.CN,252400000000,287400000000,
"Egypt, Arab Rep.",EGY,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,36204547084.5586,39124930231.2918,
"Egypt, Arab Rep.",EGY,Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,,22000000,
"Egypt, Arab Rep.",EGY,Military expenditure (% of central government expenditure),MS.MIL.XPND.ZS,,,
"Egypt, Arab Rep.",EGY,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.7122841239,1.7334554284,
"Egypt, Arab Rep.",EGY,Military expenditure (current LCU),MS.MIL.XPND.CN,35990500000,42119500000,
"Egypt, Arab Rep.",EGY,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,2.8229359304,,
"Egypt, Arab Rep.",EGY,"Armed forces personnel, total",MS.MIL.TOTL.P1,835500,,
"Egypt, Arab Rep.",EGY,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,368000000,1475000000,
"Egypt, Arab Rep.",EGY,Logistics performance index: Ability to track and trace consignments (1=low to 5=high),LP.LPI.TRAC.XQ,3.232103,,3.150352
"Egypt, Arab Rep.",EGY,Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),LP.LPI.TIME.XQ,2.992103,,3.627932
"Egypt, Arab Rep.",EGY,Logistics performance index: Overall (1=low to 5=high),LP.LPI.OVRL.XQ,2.965911,,3.184964
"Egypt, Arab Rep.",EGY,Logistics performance index: Competence and quality of logistics services (1=low to 5=high),LP.LPI.LOGS.XQ,2.990973,,3.203985
"Egypt, Arab Rep.",EGY,Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),LP.LPI.ITRN.XQ,2.866667,,3.273261
"Egypt, Arab Rep.",EGY,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,2.86127,,3.07241
"Egypt, Arab Rep.",EGY,Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),LP.LPI.CUST.XQ,2.852413,,2.74962
"Egypt, Arab Rep.",EGY,"Lead time to import, median case (days)",LP.IMP.DURS.MD,3,,3
"Egypt, Arab Rep.",EGY,"Lead time to export, median case (days)",LP.EXP.DURS.MD,2,,2
"Egypt, Arab Rep.",EGY,Internet users (per 100 people),IT.NET.USER.P2,33.8946039115,35.9,
"Egypt, Arab Rep.",EGY,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,4.7890330473,5.442142139,
"Egypt, Arab Rep.",EGY,Secure Internet servers,IT.NET.SECR,429,498,
"Egypt, Arab Rep.",EGY,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,3.6790957852,4.5173003213,
"Egypt, Arab Rep.",EGY,Fixed broadband subscriptions,IT.NET.BBND,3067878,3826410,
"Egypt, Arab Rep.",EGY,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,7.5742439095,7.3609384003,
"Egypt, Arab Rep.",EGY,Fixed telephone subscriptions,IT.MLT.MAIN,6315915,6235133,
"Egypt, Arab Rep.",EGY,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,114.3059857515,110.9915543917,
"Egypt, Arab Rep.",EGY,Mobile cellular subscriptions,IT.CEL.SETS,95316034,94016152,
"Egypt, Arab Rep.",EGY,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,8810989.8711465,,
"Egypt, Arab Rep.",EGY,Liner shipping connectivity index (maximum value in 2004 = 100),IS.SHP.GCNW.XQ,61.76,61.45,62.5
"Egypt, Arab Rep.",EGY,Rail lines (total route-km),IS.RRS.TOTL.KM,5195,,
"Egypt, Arab Rep.",EGY,"Railways, passengers carried (million passenger-km)",IS.RRS.PASG.KM,40837,,
"Egypt, Arab Rep.",EGY,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,1592,,
"Egypt, Arab Rep.",EGY,"Air transport, passengers carried",IS.AIR.PSGR,9524957.25729655,10159464.007,
"Egypt, Arab Rep.",EGY,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,419.4050277436,397.531534552,
"Egypt, Arab Rep.",EGY,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,95744,101349.925,
"Egypt, Arab Rep.",EGY,"Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)",IQ.WEF.PORT.XQ,4.2,4.3278927387,4.3
"Egypt, Arab Rep.",EGY,"Burden of customs procedure, WEF (1=extremely inefficient to 7=extremely efficient)",IQ.WEF.CUST.XQ,3.8,3.7988276939,3.8
"Egypt, Arab Rep.",EGY,Source data assessment of statistical capacity (scale 0 - 100),IQ.SCI.SRCE,100,100,100
"Egypt, Arab Rep.",EGY,Periodicity and timeliness assessment of statistical capacity (scale 0 - 100),IQ.SCI.PRDC,90,93.3334,83.3333
"Egypt, Arab Rep.",EGY,Overall level of statistical capacity (scale 0 - 100),IQ.SCI.OVRL,90,91.1111333333,87.7777666667
"Egypt, Arab Rep.",EGY,Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,80,80,80
"Egypt, Arab Rep.",EGY,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,,,
"Egypt, Arab Rep.",EGY,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,,,
"Egypt, Arab Rep.",EGY,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,,,
"Egypt, Arab Rep.",EGY,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,,,
"Egypt, Arab Rep.",EGY,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,,,
"Egypt, Arab Rep.",EGY,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,,,
"Egypt, Arab Rep.",EGY,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,,,
"Egypt, Arab Rep.",EGY,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,,,
"Egypt, Arab Rep.",EGY,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,,,
"Egypt, Arab Rep.",EGY,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,,,
"Egypt, Arab Rep.",EGY,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,,,
"Egypt, Arab Rep.",EGY,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,,,
"Egypt, Arab Rep.",EGY,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,,,
"Egypt, Arab Rep.",EGY,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,,,
"Egypt, Arab Rep.",EGY,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,,,
"Egypt, Arab Rep.",EGY,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,,,
"Egypt, Arab Rep.",EGY,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,,,
"Egypt, Arab Rep.",EGY,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,,,
"Egypt, Arab Rep.",EGY,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,,,
"Egypt, Arab Rep.",EGY,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,,,
"Egypt, Arab Rep.",EGY,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,,,
"Egypt, Arab Rep.",EGY,"Trademark applications, total",IP.TMK.TOTL,19551,,
"Egypt, Arab Rep.",EGY,"Trademark applications, direct resident",IP.TMK.RESD,11390,,
"Egypt, Arab Rep.",EGY,"Trademark applications, direct nonresident",IP.TMK.NRES,8161,,
"Egypt, Arab Rep.",EGY,"Patent applications, residents",IP.PAT.RESD,752,,
"Egypt, Arab Rep.",EGY,"Patent applications, nonresidents",IP.PAT.NRES,1384,,
"Egypt, Arab Rep.",EGY,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,
"Egypt, Arab Rep.",EGY,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,,0,
"Egypt, Arab Rep.",EGY,Investment in transport with private participation (current US$),IE.PPI.TRAN.CD,,,
"Egypt, Arab Rep.",EGY,Investment in telecoms with private participation (current US$),IE.PPI.TELE.CD,1065770000,1078600000,
"Egypt, Arab Rep.",EGY,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,,,
"Egypt, Arab Rep.",EGY,Procedures to build a warehouse (number),IC.WRH.PROC,17,17,17
"Egypt, Arab Rep.",EGY,Time required to build a warehouse (days),IC.WRH.DURS,145,145,145
"Egypt, Arab Rep.",EGY,Total tax rate (% of commercial profits),IC.TAX.TOTL.CP.ZS,44.8,45,43.5
"Egypt, Arab Rep.",EGY,Profit tax (% of commercial profits),IC.TAX.PRFT.CP.ZS,16.4,16.3,14.7
"Egypt, Arab Rep.",EGY,Tax payments (number),IC.TAX.PAYM,29,29,29
"Egypt, Arab Rep.",EGY,Other taxes payable by businesses (% of commercial profits),IC.TAX.OTHR.CP.ZS,4.5,4.6,4.6
"Egypt, Arab Rep.",EGY,Number of visits or required meetings with tax officials,IC.TAX.METG,,,
"Egypt, Arab Rep.",EGY,Labor tax and contributions (% of commercial profits),IC.TAX.LABR.CP.ZS,23.9,24.1,24.4
"Egypt, Arab Rep.",EGY,Firms expected to give gifts in meetings with tax officials (% of firms),IC.TAX.GIFT.ZS,,,
"Egypt, Arab Rep.",EGY,Time to prepare and pay taxes (hours),IC.TAX.DURS,392,392,392
